ticket_id,date,time,day_of_week,month,branch_id,branch_name,city,dish,category,unit_price,quantity,total_sale,ingredient_cost,gross_margin,payment_method,tip,total_with_tip,hour,year_month,daypart
TKT-20251008-004-00896,2025-10-08,14:20,Miércoles,October,SUC004,Monterrey,Monterrey,Churros con Chocolate,Postres,65,1,65,18,47,Tarjeta de Crédito,9.75,74.75,14,2025-10,Comida
TKT-20250320-005-00897,2025-03-20,13:46,Jueves,March,SUC005,Puebla,Puebla,Agua de Horchata,Bebidas,35,2,70,16,54,Tarjeta de Crédito,0.0,70.0,13,2025-03,Comida
TKT-20260107-001-00898,2026-01-07,19:44,Miércoles,January,SUC001,Ciudad de México Centro,Ciudad de México,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,12.75,97.75,19,2026-01,Tarde
TKT-20251101-007-00899,2025-11-01,13:25,Sábado,November,SUC007,Cancún,Cancún,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Débito,28.5,218.5,13,2025-11,Comida
TKT-20250520-005-00900,2025-05-20,15:31,Martes,May,SUC005,Puebla,Puebla,Guacamole con Totopos,Entradas,89,1,89,25,64,Efectivo,8.9,97.9,15,2025-05,Comida
TKT-20250723-005-00901,2025-07-23,14:35,Miércoles,July,SUC005,Puebla,Puebla,Burrito Grande,Platos Fuertes,145,1,145,42,103,Efectivo,14.5,159.5,14,2025-07,Comida
TKT-20251007-007-00902,2025-10-07,13:50,Martes,October,SUC007,Cancún,Cancún,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,35.0,210.0,13,2025-10,Comida
TKT-20250225-005-00903,2025-02-25,13:02,Martes,February,SUC005,Puebla,Puebla,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,9.5,104.5,13,2025-02,Comida
TKT-20250209-005-00904,2025-02-09,14:07,Domingo,February,SUC005,Puebla,Puebla,Tacos al Pastor (3 pzas),Platos Fuertes,85,3,255,84,171,Efectivo,0.0,255.0,14,2025-02,Comida
TKT-20250914-006-00905,2025-09-14,21:29,Domingo,September,SUC006,Querétaro,Querétaro,Margarita,Bebidas,95,3,285,75,210,Tarjeta de Crédito,42.75,327.75,21,2025-09,Noche
TKT-20250515-007-00906,2025-05-15,14:44,Jueves,May,SUC007,Cancún,Cancún,Flan Napolitano,Postres,55,3,165,45,120,Tarjeta de Crédito,16.5,181.5,14,2025-05,Comida
TKT-20251230-002-00907,2025-12-30,13:19,Martes,December,SUC002,Ciudad de México Sur,Ciudad de México,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Crédito,8.9,97.9,13,2025-12,Comida
TKT-20250320-004-00908,2025-03-20,14:41,Jueves,March,SUC004,Monterrey,Monterrey,Tacos al Pastor (3 pzas),Platos Fuertes,85,2,170,56,114,Efectivo,0.0,170.0,14,2025-03,Comida
TKT-20250810-005-00909,2025-08-10,13:42,Domingo,August,SUC005,Puebla,Puebla,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Efectivo,8.5,93.5,13,2025-08,Comida
TKT-20250227-001-00910,2025-02-27,19:25,Jueves,February,SUC001,Ciudad de México Centro,Ciudad de México,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Débito,28.5,218.5,19,2025-02,Tarde
TKT-20260125-001-00911,2026-01-25,21:48,Domingo,January,SUC001,Ciudad de México Centro,Ciudad de México,Mole Poblano,Platos Fuertes,175,1,175,55,120,App de Pago,26.25,201.25,21,2026-01,Noche
TKT-20250319-007-00912,2025-03-19,14:45,Miércoles,March,SUC007,Cancún,Cancún,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,App de Pago,54.0,324.0,14,2025-03,Comida
TKT-20251003-003-00913,2025-10-03,19:04,Viernes,October,SUC003,Guadalajara,Guadalajara,Enchiladas Verdes,Platos Fuertes,135,3,405,120,285,Efectivo,0.0,405.0,19,2025-10,Tarde
TKT-20251024-003-00914,2025-10-24,20:43,Viernes,October,SUC003,Guadalajara,Guadalajara,Guacamole con Totopos,Entradas,89,1,89,25,64,Efectivo,13.35,102.35,20,2025-10,Tarde
TKT-20260123-007-00915,2026-01-23,14:21,Viernes,January,SUC007,Cancún,Cancún,Churros con Chocolate,Postres,65,1,65,18,47,Tarjeta de Débito,9.75,74.75,14,2026-01,Comida
TKT-20250905-004-00916,2025-09-05,13:44,Viernes,September,SUC004,Monterrey,Monterrey,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,App de Pago,12.75,97.75,13,2025-09,Comida
TKT-20250529-003-00917,2025-05-29,20:24,Jueves,May,SUC003,Guadalajara,Guadalajara,Tacos al Pastor (3 pzas),Platos Fuertes,85,2,170,56,114,Tarjeta de Débito,25.5,195.5,20,2025-05,Tarde
TKT-20250325-004-00918,2025-03-25,21:20,Martes,March,SUC004,Monterrey,Monterrey,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Débito,13.35,102.35,21,2025-03,Noche
TKT-20250412-002-00919,2025-04-12,15:24,Sábado,April,SUC002,Ciudad de México Sur,Ciudad de México,Cerveza Nacional,Bebidas,55,1,55,20,35,Tarjeta de Crédito,5.5,60.5,15,2025-04,Comida
TKT-20250410-007-00920,2025-04-10,15:41,Jueves,April,SUC007,Cancún,Cancún,Nachos con Carne,Entradas,125,1,125,40,85,Tarjeta de Crédito,12.5,137.5,15,2025-04,Comida
TKT-20250308-008-00921,2025-03-08,13:33,Sábado,March,SUC008,Mérida,Mérida,Quesadilla de Flor de Calabaza,Platos Fuertes,95,3,285,84,201,Tarjeta de Crédito,28.5,313.5,13,2025-03,Comida
TKT-20251230-009-00922,2025-12-30,20:10,Martes,December,SUC009,Tijuana,Tijuana,Margarita,Bebidas,95,1,95,25,70,App de Pago,9.5,104.5,20,2025-12,Tarde
TKT-20250521-001-00923,2025-05-21,13:40,Miércoles,May,SUC001,Ciudad de México Centro,Ciudad de México,Pastel de Tres Leches,Postres,75,1,75,22,53,Efectivo,7.5,82.5,13,2025-05,Comida
TKT-20250830-008-00924,2025-08-30,13:39,Sábado,August,SUC008,Mérida,Mérida,Churros con Chocolate,Postres,65,3,195,54,141,Tarjeta de Crédito,29.25,224.25,13,2025-08,Comida
TKT-20250523-008-00925,2025-05-23,20:05,Viernes,May,SUC008,Mérida,Mérida,Nachos con Carne,Entradas,125,1,125,40,85,Tarjeta de Débito,18.75,143.75,20,2025-05,Tarde
TKT-20250405-003-00926,2025-04-05,19:37,Sábado,April,SUC003,Guadalajara,Guadalajara,Chiles Rellenos,Platos Fuertes,155,1,155,45,110,Tarjeta de Crédito,15.5,170.5,19,2025-04,Tarde
TKT-20250908-003-00927,2025-09-08,12:20,Lunes,September,SUC003,Guadalajara,Guadalajara,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,2,190,70,120,Tarjeta de Débito,0.0,190.0,12,2025-09,Comida
TKT-20250622-003-00928,2025-06-22,22:41,Domingo,June,SUC003,Guadalajara,Guadalajara,Agua de Horchata,Bebidas,35,2,70,16,54,Tarjeta de Débito,10.5,80.5,22,2025-06,Noche
TKT-20251205-003-00929,2025-12-05,21:38,Viernes,December,SUC003,Guadalajara,Guadalajara,Enchiladas Rojas,Platos Fuertes,135,3,405,120,285,Efectivo,60.75,465.75,21,2025-12,Noche
TKT-20260120-007-00930,2026-01-20,19:01,Martes,January,SUC007,Cancún,Cancún,Agua de Jamaica,Bebidas,35,1,35,7,28,App de Pago,3.5,38.5,19,2026-01,Tarde
TKT-20250705-007-00931,2025-07-05,12:13,Sábado,July,SUC007,Cancún,Cancún,Fajitas de Pollo,Platos Fuertes,195,1,195,58,137,Tarjeta de Débito,19.5,214.5,12,2025-07,Comida
TKT-20250508-008-00932,2025-05-08,13:47,Jueves,May,SUC008,Mérida,Mérida,Mole Poblano,Platos Fuertes,175,1,175,55,120,Efectivo,17.5,192.5,13,2025-05,Comida
TKT-20250228-006-00933,2025-02-28,14:50,Viernes,February,SUC006,Querétaro,Querétaro,Helado de Vainilla,Postres,45,1,45,12,33,Tarjeta de Débito,6.75,51.75,14,2025-02,Comida
TKT-20250603-001-00934,2025-06-03,19:31,Martes,June,SUC001,Ciudad de México Centro,Ciudad de México,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Débito,40.5,310.5,19,2025-06,Tarde
TKT-20251014-009-00935,2025-10-14,13:40,Martes,October,SUC009,Tijuana,Tijuana,Fajitas de Pollo,Platos Fuertes,195,2,390,116,274,Efectivo,39.0,429.0,13,2025-10,Comida
TKT-20250207-001-00936,2025-02-07,20:23,Viernes,February,SUC001,Ciudad de México Centro,Ciudad de México,Nachos con Carne,Entradas,125,4,500,160,340,Tarjeta de Débito,75.0,575.0,20,2025-02,Tarde
TKT-20250818-003-00937,2025-08-18,13:55,Lunes,August,SUC003,Guadalajara,Guadalajara,Cochinita Pibil,Platos Fuertes,165,3,495,150,345,Efectivo,74.25,569.25,13,2025-08,Comida
TKT-20250807-002-00938,2025-08-07,13:34,Jueves,August,SUC002,Ciudad de México Sur,Ciudad de México,Cerveza Nacional,Bebidas,55,1,55,20,35,Tarjeta de Crédito,11.0,66.0,13,2025-08,Comida
TKT-20250930-004-00939,2025-09-30,13:49,Martes,September,SUC004,Monterrey,Monterrey,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Crédito,3.5,38.5,13,2025-09,Comida
TKT-20250307-005-00940,2025-03-07,20:00,Viernes,March,SUC005,Puebla,Puebla,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Efectivo,12.75,97.75,20,2025-03,Tarde
TKT-20250303-001-00941,2025-03-03,13:50,Lunes,March,SUC001,Ciudad de México Centro,Ciudad de México,Guacamole con Totopos,Entradas,89,2,178,50,128,Tarjeta de Crédito,17.8,195.8,13,2025-03,Comida
TKT-20251219-008-00942,2025-12-19,14:45,Viernes,December,SUC008,Mérida,Mérida,Cochinita Pibil,Platos Fuertes,165,1,165,50,115,Tarjeta de Débito,16.5,181.5,14,2025-12,Comida
TKT-20250905-005-00943,2025-09-05,14:44,Viernes,September,SUC005,Puebla,Puebla,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Débito,3.5,38.5,14,2025-09,Comida
TKT-20251102-006-00944,2025-11-02,13:34,Domingo,November,SUC006,Querétaro,Querétaro,Enchiladas Verdes,Platos Fuertes,135,4,540,160,380,Tarjeta de Crédito,108.0,648.0,13,2025-11,Comida
TKT-20250315-001-00945,2025-03-15,13:19,Sábado,March,SUC001,Ciudad de México Centro,Ciudad de México,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,13.5,148.5,13,2025-03,Comida
TKT-20250421-009-00946,2025-04-21,12:34,Lunes,April,SUC009,Tijuana,Tijuana,Agua de Horchata,Bebidas,35,2,70,16,54,Tarjeta de Débito,0.0,70.0,12,2025-04,Comida
TKT-20251222-001-00947,2025-12-22,12:48,Lunes,December,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Jamaica,Bebidas,35,2,70,14,56,App de Pago,7.0,77.0,12,2025-12,Comida
TKT-20251227-005-00948,2025-12-27,12:04,Sábado,December,SUC005,Puebla,Puebla,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,9.5,104.5,12,2025-12,Comida
TKT-20250603-001-00949,2025-06-03,19:03,Martes,June,SUC001,Ciudad de México Centro,Ciudad de México,Margarita,Bebidas,95,1,95,25,70,App de Pago,9.5,104.5,19,2025-06,Tarde
TKT-20250401-002-00950,2025-04-01,12:29,Martes,April,SUC002,Ciudad de México Sur,Ciudad de México,Queso Fundido,Entradas,95,1,95,30,65,Tarjeta de Crédito,14.25,109.25,12,2025-04,Comida
TKT-20250709-004-00951,2025-07-09,13:42,Miércoles,July,SUC004,Monterrey,Monterrey,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Crédito,38.0,228.0,13,2025-07,Comida
TKT-20250501-001-00952,2025-05-01,20:07,Jueves,May,SUC001,Ciudad de México Centro,Ciudad de México,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Crédito,54.0,324.0,20,2025-05,Tarde
TKT-20260126-010-00953,2026-01-26,14:00,Lunes,January,SUC010,León,León,Guacamole con Totopos,Entradas,89,2,178,50,128,Efectivo,17.8,195.8,14,2026-01,Comida
TKT-20251026-009-00954,2025-10-26,22:33,Domingo,October,SUC009,Tijuana,Tijuana,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Débito,9.5,104.5,22,2025-10,Noche
TKT-20250613-004-00955,2025-06-13,12:10,Viernes,June,SUC004,Monterrey,Monterrey,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,17.5,192.5,12,2025-06,Comida
TKT-20250618-001-00956,2025-06-18,20:46,Miércoles,June,SUC001,Ciudad de México Centro,Ciudad de México,Cerveza Nacional,Bebidas,55,1,55,20,35,Tarjeta de Crédito,5.5,60.5,20,2025-06,Tarde
TKT-20250216-002-00957,2025-02-16,12:21,Domingo,February,SUC002,Ciudad de México Sur,Ciudad de México,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Efectivo,27.0,297.0,12,2025-02,Comida
TKT-20251027-009-00958,2025-10-27,13:04,Lunes,October,SUC009,Tijuana,Tijuana,Agua de Horchata,Bebidas,35,3,105,24,81,Tarjeta de Crédito,10.5,115.5,13,2025-10,Comida
TKT-20251219-010-00959,2025-12-19,12:04,Viernes,December,SUC010,León,León,Fajitas de Pollo,Platos Fuertes,195,1,195,58,137,Efectivo,0.0,195.0,12,2025-12,Comida
TKT-20250804-002-00960,2025-08-04,13:03,Lunes,August,SUC002,Ciudad de México Sur,Ciudad de México,Burrito Grande,Platos Fuertes,145,2,290,84,206,Efectivo,43.5,333.5,13,2025-08,Comida
TKT-20250427-001-00961,2025-04-27,12:23,Domingo,April,SUC001,Ciudad de México Centro,Ciudad de México,Tacos al Pastor (3 pzas),Platos Fuertes,85,3,255,84,171,Tarjeta de Crédito,51.0,306.0,12,2025-04,Comida
TKT-20251121-001-00962,2025-11-21,14:43,Viernes,November,SUC001,Ciudad de México Centro,Ciudad de México,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,4,380,140,240,Tarjeta de Crédito,76.0,456.0,14,2025-11,Comida
TKT-20251019-009-00963,2025-10-19,12:00,Domingo,October,SUC009,Tijuana,Tijuana,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Crédito,12.75,97.75,12,2025-10,Comida
TKT-20250606-009-00964,2025-06-06,20:02,Viernes,June,SUC009,Tijuana,Tijuana,Pozole Rojo,Platos Fuertes,125,2,250,76,174,Tarjeta de Débito,0.0,250.0,20,2025-06,Tarde
TKT-20250418-003-00965,2025-04-18,13:11,Viernes,April,SUC003,Guadalajara,Guadalajara,Churros con Chocolate,Postres,65,1,65,18,47,Tarjeta de Crédito,6.5,71.5,13,2025-04,Comida
TKT-20250219-007-00966,2025-02-19,13:35,Miércoles,February,SUC007,Cancún,Cancún,Agua de Tamarindo,Bebidas,35,1,35,8,27,Tarjeta de Crédito,5.25,40.25,13,2025-02,Comida
TKT-20260102-007-00967,2026-01-02,19:26,Viernes,January,SUC007,Cancún,Cancún,Enchiladas Verdes,Platos Fuertes,135,2,270,80,190,Tarjeta de Crédito,40.5,310.5,19,2026-01,Tarde
TKT-20250902-004-00968,2025-09-02,12:58,Martes,September,SUC004,Monterrey,Monterrey,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Efectivo,13.5,148.5,12,2025-09,Comida
TKT-20250312-010-00969,2025-03-12,21:36,Miércoles,March,SUC010,León,León,Agua de Horchata,Bebidas,35,1,35,8,27,Efectivo,0.0,35.0,21,2025-03,Noche
TKT-20260111-010-00970,2026-01-11,14:57,Domingo,January,SUC010,León,León,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Débito,0.0,135.0,14,2026-01,Comida
TKT-20251023-004-00971,2025-10-23,21:02,Jueves,October,SUC004,Monterrey,Monterrey,Sopa de Tortilla,Entradas,75,2,150,40,110,Tarjeta de Crédito,22.5,172.5,21,2025-10,Noche
TKT-20250927-002-00972,2025-09-27,13:55,Sábado,September,SUC002,Ciudad de México Sur,Ciudad de México,Guacamole con Totopos,Entradas,89,3,267,75,192,App de Pago,40.05,307.05,13,2025-09,Comida
TKT-20250718-008-00973,2025-07-18,15:05,Viernes,July,SUC008,Mérida,Mérida,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Crédito,0.0,89.0,15,2025-07,Comida
TKT-20250808-004-00974,2025-08-08,15:12,Viernes,August,SUC004,Monterrey,Monterrey,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Crédito,17.8,106.8,15,2025-08,Comida
TKT-20251216-002-00975,2025-12-16,13:15,Martes,December,SUC002,Ciudad de México Sur,Ciudad de México,Burrito Grande,Platos Fuertes,145,1,145,42,103,Efectivo,14.5,159.5,13,2025-12,Comida
TKT-20251011-006-00976,2025-10-11,19:49,Sábado,October,SUC006,Querétaro,Querétaro,Margarita,Bebidas,95,2,190,50,140,Tarjeta de Crédito,28.5,218.5,19,2025-10,Tarde
TKT-20251107-005-00977,2025-11-07,13:48,Viernes,November,SUC005,Puebla,Puebla,Nachos con Carne,Entradas,125,2,250,80,170,Efectivo,0.0,250.0,13,2025-11,Comida
TKT-20250204-004-00978,2025-02-04,20:59,Martes,February,SUC004,Monterrey,Monterrey,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,2,190,70,120,Efectivo,28.5,218.5,20,2025-02,Tarde
TKT-20251105-001-00979,2025-11-05,13:22,Miércoles,November,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Tamarindo,Bebidas,35,2,70,16,54,Tarjeta de Crédito,7.0,77.0,13,2025-11,Comida
TKT-20250205-002-00980,2025-02-05,12:21,Miércoles,February,SUC002,Ciudad de México Sur,Ciudad de México,Mole Poblano,Platos Fuertes,175,1,175,55,120,Efectivo,35.0,210.0,12,2025-02,Comida
TKT-20250812-005-00981,2025-08-12,12:54,Martes,August,SUC005,Puebla,Puebla,Enchiladas Rojas,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,20.25,155.25,12,2025-08,Comida
TKT-20250326-010-00982,2025-03-26,13:13,Miércoles,March,SUC010,León,León,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,1,95,35,60,Tarjeta de Débito,9.5,104.5,13,2025-03,Comida
TKT-20250903-006-00983,2025-09-03,20:31,Miércoles,September,SUC006,Querétaro,Querétaro,Nachos con Carne,Entradas,125,1,125,40,85,Efectivo,0.0,125.0,20,2025-09,Tarde
TKT-20260131-003-00984,2026-01-31,21:17,Sábado,January,SUC003,Guadalajara,Guadalajara,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Débito,13.5,148.5,21,2026-01,Noche
TKT-20251025-007-00985,2025-10-25,22:26,Sábado,October,SUC007,Cancún,Cancún,Chiles Rellenos,Platos Fuertes,155,2,310,90,220,App de Pago,0.0,310.0,22,2025-10,Noche
TKT-20250923-005-00986,2025-09-23,13:47,Martes,September,SUC005,Puebla,Puebla,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,12.75,97.75,13,2025-09,Comida
TKT-20251017-004-00987,2025-10-17,14:08,Viernes,October,SUC004,Monterrey,Monterrey,Pozole Rojo,Platos Fuertes,125,4,500,152,348,Tarjeta de Crédito,75.0,575.0,14,2025-10,Comida
TKT-20250311-009-00988,2025-03-11,13:37,Martes,March,SUC009,Tijuana,Tijuana,Cochinita Pibil,Platos Fuertes,165,2,330,100,230,Tarjeta de Débito,49.5,379.5,13,2025-03,Comida
TKT-20260106-004-00989,2026-01-06,13:08,Martes,January,SUC004,Monterrey,Monterrey,Guacamole con Totopos,Entradas,89,2,178,50,128,Tarjeta de Crédito,26.7,204.7,13,2026-01,Comida
TKT-20250712-007-00990,2025-07-12,21:59,Sábado,July,SUC007,Cancún,Cancún,Agua de Tamarindo,Bebidas,35,2,70,16,54,Tarjeta de Débito,14.0,84.0,21,2025-07,Noche
TKT-20250718-001-00991,2025-07-18,13:20,Viernes,July,SUC001,Ciudad de México Centro,Ciudad de México,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,1,95,35,60,Tarjeta de Débito,14.25,109.25,13,2025-07,Comida
TKT-20250311-004-00992,2025-03-11,19:12,Martes,March,SUC004,Monterrey,Monterrey,Agua de Horchata,Bebidas,35,2,70,16,54,Tarjeta de Crédito,10.5,80.5,19,2025-03,Tarde
TKT-20250328-002-00993,2025-03-28,14:09,Viernes,March,SUC002,Ciudad de México Sur,Ciudad de México,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Débito,9.5,104.5,14,2025-03,Comida
TKT-20250927-010-00994,2025-09-27,13:20,Sábado,September,SUC010,León,León,Fajitas de Res,Platos Fuertes,225,2,450,140,310,App de Pago,45.0,495.0,13,2025-09,Comida
TKT-20250803-009-00995,2025-08-03,14:49,Domingo,August,SUC009,Tijuana,Tijuana,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Débito,8.9,97.9,14,2025-08,Comida
TKT-20250926-002-00996,2025-09-26,14:16,Viernes,September,SUC002,Ciudad de México Sur,Ciudad de México,Sopa de Tortilla,Entradas,75,1,75,20,55,Efectivo,0.0,75.0,14,2025-09,Comida
TKT-20250422-003-00997,2025-04-22,21:51,Martes,April,SUC003,Guadalajara,Guadalajara,Refresco,Bebidas,30,2,60,16,44,Tarjeta de Débito,6.0,66.0,21,2025-04,Noche
TKT-20260127-007-00998,2026-01-27,13:44,Martes,January,SUC007,Cancún,Cancún,Tacos de Carnitas (3 pzas),Platos Fuertes,90,2,180,60,120,Tarjeta de Débito,27.0,207.0,13,2026-01,Comida
TKT-20250718-006-00999,2025-07-18,21:09,Viernes,July,SUC006,Querétaro,Querétaro,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,0.0,135.0,21,2025-07,Noche
TKT-20250802-001-01000,2025-08-02,21:25,Sábado,August,SUC001,Ciudad de México Centro,Ciudad de México,Agua de Jamaica,Bebidas,35,1,35,7,28,Tarjeta de Débito,5.25,40.25,21,2025-08,Noche
TKT-20250704-005-01001,2025-07-04,13:16,Viernes,July,SUC005,Puebla,Puebla,Tacos al Pastor (3 pzas),Platos Fuertes,85,3,255,84,171,Tarjeta de Crédito,38.25,293.25,13,2025-07,Comida
TKT-20250216-008-01002,2025-02-16,12:25,Domingo,February,SUC008,Mérida,Mérida,Fajitas de Res,Platos Fuertes,225,2,450,140,310,Efectivo,45.0,495.0,12,2025-02,Comida
TKT-20251109-007-01003,2025-11-09,12:15,Domingo,November,SUC007,Cancún,Cancún,Tacos al Pastor (3 pzas),Platos Fuertes,85,1,85,28,57,Tarjeta de Débito,8.5,93.5,12,2025-11,Comida
TKT-20250413-001-01004,2025-04-13,13:07,Domingo,April,SUC001,Ciudad de México Centro,Ciudad de México,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,27.0,162.0,13,2025-04,Comida
TKT-20250408-004-01005,2025-04-08,15:12,Martes,April,SUC004,Monterrey,Monterrey,Chiles Rellenos,Platos Fuertes,155,4,620,180,440,Tarjeta de Débito,124.0,744.0,15,2025-04,Comida
TKT-20260118-003-01006,2026-01-18,15:40,Domingo,January,SUC003,Guadalajara,Guadalajara,Sopa de Tortilla,Entradas,75,1,75,20,55,Tarjeta de Débito,0.0,75.0,15,2026-01,Comida
TKT-20251126-006-01007,2025-11-26,13:37,Miércoles,November,SUC006,Querétaro,Querétaro,Tacos al Pastor (3 pzas),Platos Fuertes,85,2,170,56,114,Tarjeta de Crédito,0.0,170.0,13,2025-11,Comida
TKT-20250212-006-01008,2025-02-12,13:04,Miércoles,February,SUC006,Querétaro,Querétaro,Mole Poblano,Platos Fuertes,175,4,700,220,480,Tarjeta de Débito,140.0,840.0,13,2025-02,Comida
TKT-20250916-006-01009,2025-09-16,19:51,Martes,September,SUC006,Querétaro,Querétaro,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Débito,13.35,102.35,19,2025-09,Tarde
TKT-20250404-005-01010,2025-04-04,15:02,Viernes,April,SUC005,Puebla,Puebla,Queso Fundido,Entradas,95,1,95,30,65,Tarjeta de Crédito,9.5,104.5,15,2025-04,Comida
TKT-20250428-008-01011,2025-04-28,13:59,Lunes,April,SUC008,Mérida,Mérida,Refresco,Bebidas,30,1,30,8,22,Efectivo,3.0,33.0,13,2025-04,Comida
TKT-20250822-004-01012,2025-08-22,15:31,Viernes,August,SUC004,Monterrey,Monterrey,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Crédito,17.5,192.5,15,2025-08,Comida
TKT-20250907-009-01013,2025-09-07,21:11,Domingo,September,SUC009,Tijuana,Tijuana,Enchiladas Verdes,Platos Fuertes,135,1,135,40,95,Tarjeta de Crédito,20.25,155.25,21,2025-09,Noche
TKT-20250621-005-01014,2025-06-21,11:17,Sábado,June,SUC005,Puebla,Puebla,Nachos con Carne,Entradas,125,1,125,40,85,App de Pago,0.0,125.0,11,2025-06,Mañana
TKT-20250218-007-01015,2025-02-18,14:39,Martes,February,SUC007,Cancún,Cancún,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,1,95,35,60,Efectivo,19.0,114.0,14,2025-02,Comida
TKT-20251229-006-01016,2025-12-29,14:18,Lunes,December,SUC006,Querétaro,Querétaro,Flan Napolitano,Postres,55,1,55,15,40,Tarjeta de Crédito,5.5,60.5,14,2025-12,Comida
TKT-20251109-001-01017,2025-11-09,12:30,Domingo,November,SUC001,Ciudad de México Centro,Ciudad de México,Guacamole con Totopos,Entradas,89,2,178,50,128,Tarjeta de Crédito,17.8,195.8,12,2025-11,Comida
TKT-20250816-008-01018,2025-08-16,15:08,Sábado,August,SUC008,Mérida,Mérida,Agua de Horchata,Bebidas,35,1,35,8,27,Tarjeta de Crédito,0.0,35.0,15,2025-08,Comida
TKT-20251028-001-01019,2025-10-28,12:15,Martes,October,SUC001,Ciudad de México Centro,Ciudad de México,Michelada,Bebidas,75,2,150,50,100,Efectivo,0.0,150.0,12,2025-10,Comida
TKT-20251106-009-01020,2025-11-06,14:50,Jueves,November,SUC009,Tijuana,Tijuana,Margarita,Bebidas,95,1,95,25,70,Tarjeta de Crédito,0.0,95.0,14,2025-11,Comida
TKT-20250803-006-01021,2025-08-03,14:30,Domingo,August,SUC006,Querétaro,Querétaro,Carnitas Michoacanas,Platos Fuertes,175,2,350,110,240,Tarjeta de Crédito,35.0,385.0,14,2025-08,Comida
TKT-20250727-004-01022,2025-07-27,12:58,Domingo,July,SUC004,Monterrey,Monterrey,Mole Poblano,Platos Fuertes,175,1,175,55,120,Tarjeta de Débito,35.0,210.0,12,2025-07,Comida
TKT-20250818-009-01023,2025-08-18,21:17,Lunes,August,SUC009,Tijuana,Tijuana,Guacamole con Totopos,Entradas,89,2,178,50,128,Tarjeta de Débito,17.8,195.8,21,2025-08,Noche
TKT-20251203-005-01024,2025-12-03,15:14,Miércoles,December,SUC005,Puebla,Puebla,Guacamole con Totopos,Entradas,89,1,89,25,64,Tarjeta de Débito,0.0,89.0,15,2025-12,Comida
TKT-20250302-009-01025,2025-03-02,13:51,Domingo,March,SUC009,Tijuana,Tijuana,Fajitas de Pollo,Platos Fuertes,195,1,195,58,137,Tarjeta de Crédito,39.0,234.0,13,2025-03,Comida
TKT-20250803-006-01026,2025-08-03,19:49,Domingo,August,SUC006,Querétaro,Querétaro,Tacos de Barbacoa (3 pzas),Platos Fuertes,95,1,95,35,60,Tarjeta de Crédito,14.25,109.25,19,2025-08,Tarde
