record_id,date,month,day_of_week,branch_id,branch_name,city,platform,interaction_type,content,sentiment,rating,reach,engagement,engagement_rate,campaign,campaign_cost,responded,response_hours,conversion,year_month
DIG-00312,2025-10-17,October,Viernes,SUC006,Querétaro,Querétaro,TikTok,Comentario,No había disponibilidad de varios platillos,negativo,,6190.0,553.0,8.93,Orgánico,0.0,,,False,2025-10
DIG-00313,2025-09-03,September,Miércoles,SUC007,Cancún,Cancún,Google Reviews,Review,"El mole está increíble, muy auténtico",positivo,4.0,396.0,53.0,13.38,Festival del Mole,60.97,,,True,2025-09
DIG-00314,2025-09-30,September,Martes,SUC009,Tijuana,Tijuana,TikTok,Comentario,"El mole está increíble, muy auténtico",positivo,,45336.0,3029.0,6.68,Orgánico,0.0,,,True,2025-09
DIG-00315,2025-06-04,June,Miércoles,SUC007,Cancún,Cancún,Google Reviews,Review,El personal es muy amable,positivo,5.0,305.0,22.0,7.21,Orgánico,0.0,,,False,2025-06
DIG-00316,2025-09-21,September,Domingo,SUC004,Monterrey,Monterrey,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,5.0,441.0,12.0,2.72,Orgánico,0.0,,,False,2025-09
DIG-00317,2025-08-02,August,Sábado,SUC006,Querétaro,Querétaro,TikTok,Pregunta,Comida deliciosa y precios justos,positivo,,40967.0,1192.0,2.91,Orgánico,0.0,True,17.0,False,2025-08
DIG-00318,2025-07-20,July,Domingo,SUC005,Puebla,Puebla,TikTok,Comentario,Comida deliciosa y precios justos,positivo,,48936.0,6262.0,12.8,Orgánico,0.0,,,False,2025-07
DIG-00319,2025-02-26,February,Miércoles,SUC003,Guadalajara,Guadalajara,Instagram,Compartido,La cochinita pibil es espectacular,positivo,,1773.0,244.0,13.76,Orgánico,0.0,,,False,2025-02
DIG-00320,2025-06-01,June,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,Yelp,Review,"Siempre regresamos, nunca falla",positivo,4.0,403.0,39.0,9.68,Happy Hour Margaritas,385.63,,,False,2025-06
DIG-00321,2026-01-14,January,Miércoles,SUC002,Ciudad de México Sur,Ciudad de México,Facebook,Mención,El servicio fue lento,negativo,,2855.0,218.0,7.64,Orgánico,0.0,,,True,2026-01
DIG-00322,2025-02-12,February,Miércoles,SUC003,Guadalajara,Guadalajara,Instagram,Like,Las margaritas son las mejores 🍹,positivo,,242.0,10.0,4.13,Orgánico,0.0,,,False,2025-02
DIG-00323,2025-09-05,September,Viernes,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Comentario,El estacionamiento es un problema,negativo,,2405.0,340.0,14.14,Orgánico,0.0,,,False,2025-09
DIG-00324,2025-04-05,April,Sábado,SUC005,Puebla,Puebla,Facebook,Like,"Recomiendo 100%, no se arrepentirán",positivo,,4011.0,421.0,10.5,Orgánico,0.0,,,False,2025-04
DIG-00325,2025-09-04,September,Jueves,SUC005,Puebla,Puebla,Facebook,Comentario,Las margaritas son las mejores 🍹,positivo,,1212.0,34.0,2.81,Orgánico,0.0,,,False,2025-09
DIG-00326,2025-11-24,November,Lunes,SUC008,Mérida,Mérida,Instagram,Comentario,Esperamos mucho tiempo para ser atendidos,negativo,,1527.0,222.0,14.54,Orgánico,0.0,,,False,2025-11
DIG-00327,2025-11-18,November,Martes,SUC006,Querétaro,Querétaro,TripAdvisor,Review,"El mole está increíble, muy auténtico",positivo,5.0,226.0,17.0,7.52,Promoción 2x1 Tacos,247.9,,,False,2025-11
DIG-00328,2025-08-04,August,Lunes,SUC009,Tijuana,Tijuana,Facebook,Mención,Ambiente perfecto para celebrar,positivo,,3885.0,114.0,2.93,Orgánico,0.0,,,False,2025-08
DIG-00329,2025-11-07,November,Viernes,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,Servicio normal,neutro,3.0,321.0,21.0,6.54,Orgánico,0.0,,,False,2025-11
DIG-00330,2025-03-16,March,Domingo,SUC010,León,León,Google Reviews,Review,La cochinita pibil es espectacular,positivo,5.0,233.0,13.0,5.58,Orgánico,0.0,,,False,2025-03
DIG-00331,2025-07-21,July,Lunes,SUC010,León,León,Facebook,Compartido,La cochinita pibil es espectacular,positivo,,2363.0,220.0,9.31,Orgánico,0.0,,,False,2025-07
DIG-00332,2026-01-03,January,Sábado,SUC005,Puebla,Puebla,Instagram,Comentario,El personal es muy amable,positivo,,2159.0,224.0,10.38,Orgánico,0.0,,,False,2026-01
DIG-00333,2025-11-27,November,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,TikTok,Compartido,Las margaritas son las mejores 🍹,positivo,,5254.0,111.0,2.11,Orgánico,0.0,,,False,2025-11
DIG-00334,2025-04-21,April,Lunes,SUC009,Tijuana,Tijuana,Google Reviews,Review,Ambiente perfecto para celebrar,positivo,5.0,325.0,17.0,5.23,Orgánico,0.0,,,False,2025-04
DIG-00335,2025-02-05,February,Miércoles,SUC002,Ciudad de México Sur,Ciudad de México,Facebook,Compartido,Ambiente perfecto para celebrar,positivo,,2939.0,129.0,4.39,Orgánico,0.0,,,False,2025-02
DIG-00336,2026-01-17,January,Sábado,SUC005,Puebla,Puebla,TikTok,Compartido,Ambiente perfecto para celebrar,positivo,,3350.0,174.0,5.19,Orgánico,0.0,,,False,2026-01
DIG-00337,2025-05-28,May,Miércoles,SUC007,Cancún,Cancún,Google Reviews,Review,"El mole está increíble, muy auténtico",positivo,5.0,438.0,13.0,2.97,Orgánico,0.0,,,False,2025-05
DIG-00338,2025-02-23,February,Domingo,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,4.0,458.0,54.0,11.79,Orgánico,0.0,,,False,2025-02
DIG-00339,2025-09-25,September,Jueves,SUC008,Mérida,Mérida,Instagram,Comentario,Ambiente perfecto para celebrar,positivo,,2076.0,172.0,8.29,Combo Ejecutivo,223.86,,,True,2025-09
DIG-00340,2025-06-08,June,Domingo,SUC002,Ciudad de México Sur,Ciudad de México,Google Reviews,Review,Excelente servicio y ambiente familiar,positivo,5.0,163.0,18.0,11.04,Orgánico,0.0,,,True,2025-06
DIG-00341,2025-10-08,October,Miércoles,SUC010,León,León,Instagram,Compartido,Excelente servicio y ambiente familiar,positivo,,3256.0,79.0,2.43,Orgánico,0.0,,,False,2025-10
DIG-00342,2025-07-16,July,Miércoles,SUC003,Guadalajara,Guadalajara,Instagram,Mención,Comida deliciosa y precios justos,positivo,,2464.0,154.0,6.25,Orgánico,0.0,,,False,2025-07
DIG-00343,2026-01-31,January,Sábado,SUC004,Monterrey,Monterrey,Yelp,Review,Esperaba mejor calidad,negativo,1.0,300.0,38.0,12.67,Orgánico,0.0,True,6.0,False,2026-01
DIG-00344,2026-01-15,January,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,TikTok,Like,El personal es muy amable,positivo,,34648.0,3218.0,9.29,Orgánico,0.0,,,False,2026-01
DIG-00345,2025-08-03,August,Domingo,SUC008,Mérida,Mérida,Facebook,Mención,Comida deliciosa y precios justos,positivo,,3088.0,286.0,9.26,Orgánico,0.0,,,False,2025-08
DIG-00346,2025-03-14,March,Viernes,SUC007,Cancún,Cancún,Instagram,Compartido,No había disponibilidad de varios platillos,negativo,,453.0,19.0,4.19,Orgánico,0.0,,,False,2025-03
DIG-00347,2025-06-03,June,Martes,SUC007,Cancún,Cancún,TikTok,Compartido,El personal es muy amable,positivo,,42392.0,5922.0,13.97,Descuento Cumpleañeros,449.81,,,False,2025-06
DIG-00348,2026-01-23,January,Viernes,SUC007,Cancún,Cancún,Instagram,Mención,La comida llegó fría 😞,negativo,,1894.0,273.0,14.41,Descuento Cumpleañeros,240.03,,,False,2026-01
DIG-00349,2025-05-08,May,Jueves,SUC003,Guadalajara,Guadalajara,Instagram,Review,Las margaritas son las mejores 🍹,positivo,4.0,3142.0,445.0,14.16,Orgánico,0.0,,,False,2025-05
DIG-00350,2025-08-11,August,Lunes,SUC007,Cancún,Cancún,TripAdvisor,Review,Excelente servicio y ambiente familiar,positivo,5.0,353.0,20.0,5.67,Día de la Familia,365.57,,,False,2025-08
DIG-00351,2025-09-08,September,Lunes,SUC010,León,León,Facebook,Mención,Las margaritas son las mejores 🍹,positivo,,4671.0,390.0,8.35,Orgánico,0.0,,,False,2025-09
DIG-00352,2025-08-18,August,Lunes,SUC010,León,León,Google Reviews,Review,No había disponibilidad de varios platillos,negativo,2.0,319.0,21.0,6.58,Orgánico,0.0,False,,False,2025-08
DIG-00353,2025-12-08,December,Lunes,SUC007,Cancún,Cancún,Facebook,Comentario,Excelente servicio y ambiente familiar,positivo,,4782.0,558.0,11.67,Orgánico,0.0,,,False,2025-12
DIG-00354,2025-07-28,July,Lunes,SUC003,Guadalajara,Guadalajara,TikTok,Queja,Precios estándar para la zona,neutro,,41589.0,1977.0,4.75,Festival del Mole,124.16,,,False,2025-07
DIG-00355,2025-05-05,May,Lunes,SUC003,Guadalajara,Guadalajara,Facebook,Comentario,La cochinita pibil es espectacular,positivo,,743.0,33.0,4.44,Orgánico,0.0,,,False,2025-05
DIG-00356,2025-02-03,February,Lunes,SUC002,Ciudad de México Sur,Ciudad de México,Yelp,Review,Ambiente perfecto para celebrar,positivo,4.0,194.0,20.0,10.31,Orgánico,0.0,,,False,2025-02
DIG-00357,2025-02-06,February,Jueves,SUC002,Ciudad de México Sur,Ciudad de México,Instagram,Comentario,El personal es muy amable,positivo,,1769.0,123.0,6.95,Orgánico,0.0,,,False,2025-02
DIG-00358,2025-03-19,March,Miércoles,SUC010,León,León,TikTok,Review,"Siempre regresamos, nunca falla",positivo,5.0,31085.0,3170.0,10.2,Orgánico,0.0,,,False,2025-03
DIG-00359,2025-10-27,October,Lunes,SUC006,Querétaro,Querétaro,TripAdvisor,Review,El lugar estaba muy lleno y ruidoso,negativo,2.0,465.0,54.0,11.61,Orgánico,0.0,True,10.0,False,2025-10
DIG-00360,2025-02-07,February,Viernes,SUC007,Cancún,Cancún,Instagram,Pregunta,El servicio fue lento,negativo,,3517.0,396.0,11.26,Orgánico,0.0,True,12.0,False,2025-02
DIG-00361,2025-08-11,August,Lunes,SUC007,Cancún,Cancún,TikTok,Comentario,Servicio normal,neutro,,11392.0,1528.0,13.41,Orgánico,0.0,,,False,2025-08
DIG-00362,2025-03-06,March,Jueves,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,5.0,479.0,22.0,4.59,Orgánico,0.0,,,True,2025-03
DIG-00363,2025-04-23,April,Miércoles,SUC008,Mérida,Mérida,Facebook,Compartido,¡Los mejores tacos de la ciudad! 🌮,positivo,,1885.0,195.0,10.34,Orgánico,0.0,,,False,2025-04
DIG-00364,2025-10-27,October,Lunes,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,Las margaritas son las mejores 🍹,positivo,5.0,492.0,15.0,3.05,Orgánico,0.0,,,False,2025-10
DIG-00365,2025-07-17,July,Jueves,SUC003,Guadalajara,Guadalajara,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,4.0,479.0,33.0,6.89,Orgánico,0.0,,,False,2025-07
DIG-00366,2025-10-22,October,Miércoles,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,"Comida aceptable, nada extraordinario",neutro,3.0,174.0,23.0,13.22,Orgánico,0.0,,,False,2025-10
DIG-00367,2026-01-18,January,Domingo,SUC007,Cancún,Cancún,TikTok,Comentario,Servicio normal,neutro,,33633.0,3135.0,9.32,Orgánico,0.0,,,False,2026-01
DIG-00368,2025-04-13,April,Domingo,SUC002,Ciudad de México Sur,Ciudad de México,TikTok,Comentario,"Siempre regresamos, nunca falla",positivo,,43061.0,3551.0,8.25,Orgánico,0.0,,,False,2025-04
DIG-00369,2026-01-30,January,Viernes,SUC002,Ciudad de México Sur,Ciudad de México,Facebook,Comentario,Precios elevados para la porción,negativo,,4216.0,269.0,6.38,Orgánico,0.0,,,False,2026-01
DIG-00370,2025-12-06,December,Sábado,SUC001,Ciudad de México Centro,Ciudad de México,Facebook,Comentario,El personal es muy amable,positivo,,3572.0,494.0,13.83,Orgánico,0.0,,,False,2025-12
DIG-00371,2025-12-31,December,Miércoles,SUC010,León,León,TripAdvisor,Review,Servicio normal,neutro,3.0,295.0,39.0,13.22,Happy Hour Margaritas,464.24,,,False,2025-12
DIG-00372,2025-04-23,April,Miércoles,SUC007,Cancún,Cancún,Instagram,Comentario,La cochinita pibil es espectacular,positivo,,4322.0,301.0,6.96,Promoción 2x1 Tacos,343.53,,,False,2025-04
DIG-00373,2026-01-17,January,Sábado,SUC008,Mérida,Mérida,Facebook,Review,"El mole está increíble, muy auténtico",positivo,4.0,2378.0,144.0,6.06,Orgánico,0.0,,,True,2026-01
DIG-00374,2025-05-27,May,Martes,SUC008,Mérida,Mérida,Facebook,Like,"Siempre regresamos, nunca falla",positivo,,2926.0,429.0,14.66,Orgánico,0.0,,,False,2025-05
DIG-00375,2025-03-28,March,Viernes,SUC004,Monterrey,Monterrey,TripAdvisor,Review,Las margaritas son las mejores 🍹,positivo,4.0,428.0,22.0,5.14,Orgánico,0.0,,,False,2025-03
DIG-00376,2025-09-18,September,Jueves,SUC006,Querétaro,Querétaro,Google Reviews,Review,Precios estándar para la zona,neutro,3.0,281.0,23.0,8.19,Orgánico,0.0,,,False,2025-09
DIG-00377,2025-07-26,July,Sábado,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,4.0,3124.0,444.0,14.21,Orgánico,0.0,,,False,2025-07
DIG-00378,2025-03-04,March,Martes,SUC008,Mérida,Mérida,Google Reviews,Review,"El mole está increíble, muy auténtico",positivo,4.0,408.0,20.0,4.9,Orgánico,0.0,,,False,2025-03
DIG-00379,2025-04-19,April,Sábado,SUC005,Puebla,Puebla,Google Reviews,Review,Servicio normal,neutro,3.0,457.0,45.0,9.85,Orgánico,0.0,,,False,2025-04
DIG-00380,2025-08-02,August,Sábado,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,"Recomiendo 100%, no se arrepentirán",positivo,4.0,307.0,21.0,6.84,Orgánico,0.0,,,False,2025-08
DIG-00381,2025-03-10,March,Lunes,SUC006,Querétaro,Querétaro,Twitter/X,Comentario,Las margaritas son las mejores 🍹,positivo,,350.0,23.0,6.57,Orgánico,0.0,,,False,2025-03
DIG-00382,2025-06-18,June,Miércoles,SUC010,León,León,Instagram,Comentario,"Siempre regresamos, nunca falla",positivo,,3376.0,77.0,2.28,Orgánico,0.0,,,False,2025-06
DIG-00383,2025-07-31,July,Jueves,SUC008,Mérida,Mérida,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,5.0,120.0,7.0,5.83,Orgánico,0.0,,,False,2025-07
DIG-00384,2025-04-10,April,Jueves,SUC007,Cancún,Cancún,Facebook,Comentario,La cochinita pibil es espectacular,positivo,,2785.0,57.0,2.05,Orgánico,0.0,,,False,2025-04
DIG-00385,2025-11-16,November,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Comentario,La cochinita pibil es espectacular,positivo,,2597.0,59.0,2.27,Orgánico,0.0,,,False,2025-11
DIG-00386,2025-07-02,July,Miércoles,SUC004,Monterrey,Monterrey,TripAdvisor,Review,Comida deliciosa y precios justos,positivo,5.0,284.0,24.0,8.45,Orgánico,0.0,,,False,2025-07
DIG-00387,2025-08-29,August,Viernes,SUC007,Cancún,Cancún,Instagram,Mención,"Comida aceptable, nada extraordinario",neutro,,2047.0,74.0,3.62,Orgánico,0.0,,,False,2025-08
DIG-00388,2025-09-12,September,Viernes,SUC006,Querétaro,Querétaro,Instagram,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,5.0,378.0,29.0,7.67,Orgánico,0.0,,,False,2025-09
DIG-00389,2025-03-19,March,Miércoles,SUC006,Querétaro,Querétaro,Facebook,Comentario,El personal es muy amable,positivo,,3733.0,543.0,14.55,Orgánico,0.0,,,False,2025-03
DIG-00390,2025-05-18,May,Domingo,SUC010,León,León,TikTok,Review,Servicio normal,neutro,3.0,39241.0,4853.0,12.37,Orgánico,0.0,,,False,2025-05
DIG-00391,2025-02-08,February,Sábado,SUC002,Ciudad de México Sur,Ciudad de México,Google Reviews,Review,Servicio normal,neutro,3.0,94.0,7.0,7.45,Temporada de Pozole,217.07,,,True,2025-02
DIG-00392,2025-08-16,August,Sábado,SUC002,Ciudad de México Sur,Ciudad de México,TripAdvisor,Review,El lugar estaba muy lleno y ruidoso,negativo,2.0,259.0,10.0,3.86,Temporada de Pozole,294.2,True,29.0,False,2025-08
DIG-00393,2026-01-09,January,Viernes,SUC003,Guadalajara,Guadalajara,Google Reviews,Review,"Siempre regresamos, nunca falla",positivo,4.0,374.0,53.0,14.17,Orgánico,0.0,,,False,2026-01
DIG-00394,2025-11-09,November,Domingo,SUC002,Ciudad de México Sur,Ciudad de México,TikTok,Review,"El mole está increíble, muy auténtico",positivo,4.0,1247.0,68.0,5.45,Orgánico,0.0,,,False,2025-11
DIG-00395,2025-09-07,September,Domingo,SUC007,Cancún,Cancún,Instagram,Comentario,El personal es muy amable,positivo,,1900.0,244.0,12.84,Orgánico,0.0,,,False,2025-09
DIG-00396,2025-05-14,May,Miércoles,SUC008,Mérida,Mérida,TikTok,Mención,Las margaritas son las mejores 🍹,positivo,,16898.0,1704.0,10.08,Orgánico,0.0,,,False,2025-05
DIG-00397,2025-08-12,August,Martes,SUC006,Querétaro,Querétaro,Facebook,Pregunta,Precios estándar para la zona,neutro,,4056.0,507.0,12.5,Happy Hour Margaritas,55.51,True,23.0,True,2025-08
DIG-00398,2025-08-27,August,Miércoles,SUC006,Querétaro,Querétaro,Google Reviews,Review,Las margaritas son las mejores 🍹,positivo,5.0,479.0,46.0,9.6,Orgánico,0.0,,,False,2025-08
DIG-00399,2025-08-28,August,Jueves,SUC008,Mérida,Mérida,Facebook,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,5.0,2702.0,215.0,7.96,Temporada de Pozole,66.63,,,False,2025-08
DIG-00400,2025-06-05,June,Jueves,SUC002,Ciudad de México Sur,Ciudad de México,Instagram,Compartido,No había disponibilidad de varios platillos,negativo,,4990.0,604.0,12.1,Descuento Cumpleañeros,261.12,,,False,2025-06
DIG-00401,2025-09-06,September,Sábado,SUC009,Tijuana,Tijuana,Instagram,Mención,"Siempre regresamos, nunca falla",positivo,,510.0,75.0,14.71,Orgánico,0.0,,,False,2025-09
DIG-00402,2025-10-16,October,Jueves,SUC007,Cancún,Cancún,Facebook,Like,"Comida aceptable, nada extraordinario",neutro,,576.0,57.0,9.9,Orgánico,0.0,,,False,2025-10
DIG-00403,2025-03-21,March,Viernes,SUC003,Guadalajara,Guadalajara,Twitter/X,Mención,El personal es muy amable,positivo,,479.0,63.0,13.15,Orgánico,0.0,,,False,2025-03
DIG-00404,2025-06-20,June,Viernes,SUC008,Mérida,Mérida,TikTok,Mención,¡Los mejores tacos de la ciudad! 🌮,positivo,,37432.0,4412.0,11.79,Orgánico,0.0,,,False,2025-06
DIG-00405,2025-02-08,February,Sábado,SUC002,Ciudad de México Sur,Ciudad de México,Instagram,Queja,El personal es muy amable,positivo,,1100.0,112.0,10.18,Orgánico,0.0,,,False,2025-02
DIG-00406,2025-09-28,September,Domingo,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,¡Los mejores tacos de la ciudad! 🌮,positivo,4.0,86.0,7.0,8.14,Orgánico,0.0,,,False,2025-09
DIG-00407,2025-02-18,February,Martes,SUC008,Mérida,Mérida,TripAdvisor,Review,"Lugar promedio, cumple",neutro,3.0,315.0,38.0,12.06,Orgánico,0.0,,,False,2025-02
DIG-00408,2025-08-20,August,Miércoles,SUC008,Mérida,Mérida,Instagram,Mención,Las margaritas son las mejores 🍹,positivo,,4164.0,163.0,3.91,Combo Ejecutivo,350.15,,,False,2025-08
DIG-00409,2025-05-30,May,Viernes,SUC010,León,León,TikTok,Compartido,"Recomiendo 100%, no se arrepentirán",positivo,,40108.0,2716.0,6.77,Festival del Mole,449.82,,,True,2025-05
DIG-00410,2025-10-30,October,Jueves,SUC006,Querétaro,Querétaro,Twitter/X,Queja,Precios estándar para la zona,neutro,,304.0,33.0,10.86,Festival del Mole,461.16,,,False,2025-10
DIG-00411,2025-05-14,May,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,Google Reviews,Review,No había disponibilidad de varios platillos,negativo,2.0,114.0,3.0,2.63,Orgánico,0.0,True,17.0,False,2025-05
DIG-00412,2026-01-30,January,Viernes,SUC003,Guadalajara,Guadalajara,Twitter/X,Review,Excelente servicio y ambiente familiar,positivo,5.0,103.0,5.0,4.85,Promoción 2x1 Tacos,433.47,,,False,2026-01
DIG-00413,2025-07-31,July,Jueves,SUC010,León,León,TikTok,Pregunta,¡Los mejores tacos de la ciudad! 🌮,positivo,,38368.0,2825.0,7.36,Noche Mexicana,199.34,True,6.0,False,2025-07
DIG-00414,2025-09-18,September,Jueves,SUC010,León,León,TikTok,Review,"Comida aceptable, nada extraordinario",neutro,3.0,48255.0,973.0,2.02,Orgánico,0.0,,,False,2025-09
DIG-00415,2025-04-13,April,Domingo,SUC004,Monterrey,Monterrey,Instagram,Mención,Esperaba mejor calidad,negativo,,3935.0,239.0,6.07,Orgánico,0.0,,,False,2025-04
DIG-00416,2025-12-21,December,Domingo,SUC007,Cancún,Cancún,Facebook,Comentario,"Lugar promedio, cumple",neutro,,4389.0,96.0,2.19,Orgánico,0.0,,,False,2025-12
DIG-00417,2025-03-09,March,Domingo,SUC004,Monterrey,Monterrey,Instagram,Compartido,Esperamos mucho tiempo para ser atendidos,negativo,,1840.0,191.0,10.38,Orgánico,0.0,,,False,2025-03
DIG-00418,2025-09-29,September,Lunes,SUC009,Tijuana,Tijuana,Facebook,Comentario,El estacionamiento es un problema,negativo,,2449.0,217.0,8.86,Festival del Mole,218.08,,,True,2025-09
DIG-00419,2025-03-24,March,Lunes,SUC009,Tijuana,Tijuana,Facebook,Pregunta,"Lugar promedio, cumple",neutro,,3437.0,376.0,10.94,Festival del Mole,154.42,True,22.0,False,2025-03
DIG-00420,2026-01-28,January,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,TikTok,Comentario,El personal es muy amable,positivo,,49790.0,6792.0,13.64,Orgánico,0.0,,,False,2026-01
DIG-00421,2025-02-03,February,Lunes,SUC008,Mérida,Mérida,Facebook,Comentario,El servicio fue lento,negativo,,2630.0,120.0,4.56,Orgánico,0.0,,,False,2025-02
DIG-00422,2025-04-02,April,Miércoles,SUC004,Monterrey,Monterrey,Google Reviews,Review,"Lugar promedio, cumple",neutro,3.0,472.0,66.0,13.98,Orgánico,0.0,,,False,2025-04
DIG-00423,2025-09-29,September,Lunes,SUC009,Tijuana,Tijuana,TripAdvisor,Review,Precios estándar para la zona,neutro,3.0,78.0,5.0,6.41,Orgánico,0.0,,,False,2025-09
DIG-00424,2025-08-27,August,Miércoles,SUC008,Mérida,Mérida,TikTok,Queja,Excelente servicio y ambiente familiar,positivo,,39357.0,4851.0,12.33,Día de la Familia,163.31,,,False,2025-08
DIG-00425,2025-05-28,May,Miércoles,SUC001,Ciudad de México Centro,Ciudad de México,Instagram,Mención,"Recomiendo 100%, no se arrepentirán",positivo,,3736.0,557.0,14.91,Orgánico,0.0,,,False,2025-05
DIG-00426,2025-02-18,February,Martes,SUC006,Querétaro,Querétaro,TripAdvisor,Review,"Siempre regresamos, nunca falla",positivo,4.0,397.0,45.0,11.34,Orgánico,0.0,,,False,2025-02
DIG-00427,2025-02-07,February,Viernes,SUC007,Cancún,Cancún,TikTok,Like,Precios estándar para la zona,neutro,,32534.0,1635.0,5.03,Orgánico,0.0,,,False,2025-02
DIG-00428,2025-12-27,December,Sábado,SUC003,Guadalajara,Guadalajara,TikTok,Review,El estacionamiento es un problema,negativo,2.0,43910.0,4775.0,10.87,Orgánico,0.0,True,22.0,False,2025-12
DIG-00429,2025-09-27,September,Sábado,SUC002,Ciudad de México Sur,Ciudad de México,Twitter/X,Like,El personal es muy amable,positivo,,194.0,26.0,13.4,Orgánico,0.0,,,False,2025-09
DIG-00430,2025-06-13,June,Viernes,SUC006,Querétaro,Querétaro,Facebook,Comentario,"Comida aceptable, nada extraordinario",neutro,,2632.0,99.0,3.76,Orgánico,0.0,,,False,2025-06
DIG-00431,2025-05-02,May,Viernes,SUC006,Querétaro,Querétaro,Facebook,Review,Las margaritas son las mejores 🍹,positivo,5.0,2534.0,361.0,14.25,Orgánico,0.0,,,False,2025-05
DIG-00432,2025-10-24,October,Viernes,SUC009,Tijuana,Tijuana,Yelp,Review,Comida deliciosa y precios justos,positivo,4.0,121.0,11.0,9.09,Orgánico,0.0,,,False,2025-10
DIG-00433,2025-12-07,December,Domingo,SUC010,León,León,Google Reviews,Review,Excelente servicio y ambiente familiar,positivo,4.0,467.0,21.0,4.5,Orgánico,0.0,,,False,2025-12
DIG-00434,2025-03-25,March,Martes,SUC002,Ciudad de México Sur,Ciudad de México,Google Reviews,Review,Servicio normal,neutro,3.0,426.0,22.0,5.16,Orgánico,0.0,,,False,2025-03
DIG-00435,2025-05-30,May,Viernes,SUC009,Tijuana,Tijuana,TripAdvisor,Review,Excelente servicio y ambiente familiar,positivo,5.0,213.0,11.0,5.16,Orgánico,0.0,,,False,2025-05
DIG-00436,2025-09-04,September,Jueves,SUC008,Mérida,Mérida,Google Reviews,Review,Comida deliciosa y precios justos,positivo,4.0,80.0,4.0,5.0,Orgánico,0.0,,,False,2025-09
DIG-00437,2025-10-31,October,Viernes,SUC001,Ciudad de México Centro,Ciudad de México,TripAdvisor,Review,El lugar estaba muy lleno y ruidoso,negativo,1.0,84.0,4.0,4.76,Orgánico,0.0,True,28.0,False,2025-10
DIG-00438,2025-03-03,March,Lunes,SUC003,Guadalajara,Guadalajara,Twitter/X,Mención,Comida deliciosa y precios justos,positivo,,310.0,9.0,2.9,Orgánico,0.0,,,False,2025-03
DIG-00439,2025-12-18,December,Jueves,SUC005,Puebla,Puebla,Instagram,Comentario,Esperaba mejor calidad,negativo,,1760.0,91.0,5.17,Orgánico,0.0,,,False,2025-12
DIG-00440,2025-11-04,November,Martes,SUC010,León,León,Facebook,Compartido,"Siempre regresamos, nunca falla",positivo,,2562.0,279.0,10.89,Orgánico,0.0,,,False,2025-11
DIG-00441,2025-04-12,April,Sábado,SUC005,Puebla,Puebla,Facebook,Mención,Servicio normal,neutro,,3803.0,89.0,2.34,Happy Hour Margaritas,181.55,,,False,2025-04
DIG-00442,2025-07-23,July,Miércoles,SUC008,Mérida,Mérida,Facebook,Comentario,"Lugar promedio, cumple",neutro,,3396.0,271.0,7.98,Promoción 2x1 Tacos,317.45,,,False,2025-07
DIG-00443,2025-05-15,May,Jueves,SUC003,Guadalajara,Guadalajara,TikTok,Comentario,Precios elevados para la porción,negativo,,30907.0,4459.0,14.43,Happy Hour Margaritas,311.83,,,False,2025-05
DIG-00444,2026-01-10,January,Sábado,SUC007,Cancún,Cancún,Instagram,Comentario,"Recomiendo 100%, no se arrepentirán",positivo,,3195.0,265.0,8.29,Orgánico,0.0,,,False,2026-01
DIG-00445,2025-06-09,June,Lunes,SUC008,Mérida,Mérida,Instagram,Compartido,"El mole está increíble, muy auténtico",positivo,,1866.0,269.0,14.42,Orgánico,0.0,,,True,2025-06
DIG-00446,2026-01-17,January,Sábado,SUC009,Tijuana,Tijuana,Instagram,Compartido,No había disponibilidad de varios platillos,negativo,,3946.0,206.0,5.22,Orgánico,0.0,,,False,2026-01
DIG-00447,2026-01-22,January,Jueves,SUC003,Guadalajara,Guadalajara,Twitter/X,Comentario,La comida llegó fría 😞,negativo,,342.0,50.0,14.62,Orgánico,0.0,,,False,2026-01
DIG-00448,2025-04-04,April,Viernes,SUC010,León,León,Instagram,Like,"El mole está increíble, muy auténtico",positivo,,4785.0,237.0,4.95,Orgánico,0.0,,,False,2025-04
