branch_id,branch_name,city,date,year_month,hour,daypart,tickets,total_quantity,revenue,ingredient_cost,gross_margin,tips,avg_ticket,socioeconomic_level,capacity_people,num_employees,operational_cost_total,digital_engagement,digital_sentiment_score,digital_conversion_rate
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-13,2025-08,19,Tarde,1,1,145,42,103,21.75,145.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-14,2025-08,12,Comida,2,3,268,80,188,31.3,134.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-14,2025-08,14,Comida,1,3,105,24,81,15.75,105.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-14,2025-08,21,Noche,1,1,35,8,27,0.0,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-15,2025-08,14,Comida,1,3,165,45,120,24.75,165.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-15,2025-08,19,Tarde,1,1,35,8,27,5.25,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-16,2025-08,12,Comida,1,1,95,25,70,19.0,95.0,Medio-Alto,100,22,239000.0,10.0,-1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-16,2025-08,20,Tarde,1,1,95,25,70,14.25,95.0,Medio-Alto,100,22,239000.0,10.0,-1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-17,2025-08,12,Comida,1,1,135,40,95,13.5,135.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-17,2025-08,14,Comida,1,1,45,12,33,0.0,45.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-18,2025-08,13,Comida,2,2,178,50,128,13.35,89.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-18,2025-08,20,Tarde,1,1,35,8,27,5.25,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-19,2025-08,14,Comida,1,4,260,72,188,52.0,260.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-20,2025-08,12,Comida,1,1,55,15,40,5.5,55.0,Medio-Alto,100,22,239000.0,35.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-20,2025-08,14,Comida,1,1,145,42,103,14.5,145.0,Medio-Alto,100,22,239000.0,35.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-22,2025-08,14,Comida,1,2,190,50,140,19.0,190.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-23,2025-08,13,Comida,1,1,35,8,27,0.0,35.0,Medio-Alto,100,22,239000.0,34.0,1.0,0.5
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-23,2025-08,14,Comida,2,2,224,65,159,13.35,112.0,Medio-Alto,100,22,239000.0,34.0,1.0,0.5
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-24,2025-08,14,Comida,1,1,89,25,64,8.9,89.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-25,2025-08,14,Comida,1,1,35,8,27,7.0,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-26,2025-08,20,Tarde,1,1,225,70,155,33.75,225.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-28,2025-08,14,Comida,1,1,175,55,120,0.0,175.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-29,2025-08,21,Noche,1,2,350,110,240,70.0,350.0,Medio-Alto,100,22,239000.0,1030.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-30,2025-08,19,Tarde,1,2,70,14,56,0.0,70.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-31,2025-08,12,Comida,1,1,55,15,40,8.25,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-31,2025-08,14,Comida,1,1,145,42,103,21.75,145.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-31,2025-08,21,Noche,1,2,178,50,128,26.7,178.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-08-31,2025-08,22,Noche,1,4,380,140,240,0.0,380.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-01,2025-09,13,Comida,2,3,365,105,260,19.0,182.5,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-03,2025-09,14,Comida,1,1,225,70,155,45.0,225.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-04,2025-09,14,Comida,1,1,135,40,95,13.5,135.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-05,2025-09,15,Comida,2,2,220,65,155,27.5,110.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-06,2025-09,13,Comida,1,1,55,20,35,5.5,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-06,2025-09,19,Tarde,1,1,85,28,57,17.0,85.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-10,2025-09,14,Comida,1,3,135,36,99,13.5,135.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-12,2025-09,14,Comida,2,3,405,130,275,52.5,202.5,Medio-Alto,100,22,239000.0,196.0,0.0,1.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-15,2025-09,14,Comida,1,2,190,50,140,19.0,190.0,Medio-Alto,100,22,239000.0,23.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-15,2025-09,15,Comida,1,2,270,80,190,40.5,270.0,Medio-Alto,100,22,239000.0,23.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-15,2025-09,20,Tarde,1,2,170,56,114,25.5,170.0,Medio-Alto,100,22,239000.0,23.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-16,2025-09,13,Comida,2,4,500,143,357,3.5,250.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-17,2025-09,14,Comida,1,1,55,15,40,0.0,55.0,Medio-Alto,100,22,239000.0,40.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-18,2025-09,15,Comida,1,1,55,15,40,5.5,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-20,2025-09,13,Comida,1,2,178,50,128,17.8,178.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-21,2025-09,13,Comida,1,2,178,50,128,26.7,178.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-23,2025-09,13,Comida,1,1,89,25,64,13.35,89.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-23,2025-09,19,Tarde,1,1,175,55,120,17.5,175.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-24,2025-09,19,Tarde,1,1,135,40,95,13.5,135.0,Medio-Alto,100,22,239000.0,104.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-26,2025-09,12,Comida,1,1,95,30,65,19.0,95.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-26,2025-09,14,Comida,2,2,250,75,175,17.5,125.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-26,2025-09,21,Noche,1,1,125,40,85,12.5,125.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-27,2025-09,13,Comida,1,3,267,75,192,40.05,267.0,Medio-Alto,100,22,239000.0,26.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-28,2025-09,13,Comida,1,3,285,75,210,42.75,285.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-29,2025-09,13,Comida,2,3,505,155,350,58.25,252.5,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-29,2025-09,19,Tarde,1,2,150,44,106,22.5,150.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-29,2025-09,20,Tarde,1,2,110,30,80,16.5,110.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-09-30,2025-09,13,Comida,1,1,55,15,40,11.0,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-01,2025-10,20,Tarde,1,1,75,25,50,7.5,75.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-01,2025-10,21,Noche,1,2,270,80,190,27.0,270.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-02,2025-10,12,Comida,1,1,55,15,40,5.5,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-02,2025-10,14,Comida,1,1,155,45,110,0.0,155.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-03,2025-10,14,Comida,1,1,95,25,70,0.0,95.0,Medio-Alto,100,22,239000.0,101.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-03,2025-10,15,Comida,1,3,267,75,192,26.7,267.0,Medio-Alto,100,22,239000.0,101.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-03,2025-10,20,Tarde,1,1,65,18,47,9.75,65.0,Medio-Alto,100,22,239000.0,101.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-04,2025-10,13,Comida,1,3,405,120,285,0.0,405.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-06,2025-10,12,Comida,1,2,270,80,190,40.5,270.0,Medio-Alto,100,22,239000.0,4.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-06,2025-10,14,Comida,1,2,250,80,170,25.0,250.0,Medio-Alto,100,22,239000.0,4.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-08,2025-10,12,Comida,1,1,175,55,120,17.5,175.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-10,2025-10,12,Comida,1,1,145,42,103,14.5,145.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-10,2025-10,13,Comida,1,2,170,56,114,0.0,170.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-10,2025-10,19,Tarde,1,3,435,126,309,0.0,435.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-11,2025-10,13,Comida,1,1,55,20,35,8.25,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-11,2025-10,14,Comida,1,1,35,7,28,7.0,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-13,2025-10,13,Comida,2,2,260,83,177,26.0,130.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-13,2025-10,15,Comida,1,2,190,50,140,38.0,190.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-14,2025-10,14,Comida,1,1,95,25,70,14.25,95.0,Medio-Alto,100,22,239000.0,4.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-16,2025-10,19,Tarde,2,4,800,250,550,102.5,400.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-17,2025-10,14,Comida,2,4,430,139,291,25.5,215.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-18,2025-10,13,Comida,3,5,355,100,255,45.0,118.33333333333333,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-20,2025-10,13,Comida,2,3,345,101,244,51.75,172.5,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-20,2025-10,14,Comida,1,1,175,55,120,0.0,175.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-20,2025-10,15,Comida,2,4,440,128,312,3.5,220.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-22,2025-10,20,Tarde,1,4,700,220,480,105.0,700.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-24,2025-10,13,Comida,1,2,190,50,140,19.0,190.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-24,2025-10,15,Comida,1,2,270,80,190,40.5,270.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-26,2025-10,20,Tarde,1,1,95,25,70,0.0,95.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-27,2025-10,12,Comida,1,1,95,35,60,14.25,95.0,Medio-Alto,100,22,239000.0,50.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-28,2025-10,19,Tarde,1,1,165,50,115,16.5,165.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-28,2025-10,20,Tarde,1,2,150,44,106,15.0,150.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-28,2025-10,21,Noche,1,1,85,28,57,8.5,85.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-30,2025-10,13,Comida,1,1,35,8,27,5.25,35.0,Medio-Alto,100,22,239000.0,180.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-30,2025-10,15,Comida,1,2,170,56,114,17.0,170.0,Medio-Alto,100,22,239000.0,180.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-10-30,2025-10,20,Tarde,1,3,90,24,66,13.5,90.0,Medio-Alto,100,22,239000.0,180.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-01,2025-11,13,Comida,1,1,35,8,27,3.5,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-02,2025-11,20,Tarde,1,2,70,16,54,10.5,70.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-03,2025-11,13,Comida,1,1,75,22,53,7.5,75.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-03,2025-11,20,Tarde,1,1,85,28,57,12.75,85.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-04,2025-11,20,Tarde,1,2,178,50,128,35.6,178.0,Medio-Alto,100,22,239000.0,9.0,-1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-05,2025-11,13,Comida,1,2,90,24,66,13.5,90.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-05,2025-11,14,Comida,2,3,595,182,413,0.0,297.5,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-06,2025-11,13,Comida,1,1,85,28,57,0.0,85.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-06,2025-11,19,Tarde,1,1,175,55,120,0.0,175.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-06,2025-11,20,Tarde,1,2,178,50,128,26.7,178.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-07,2025-11,13,Comida,2,2,360,110,250,49.5,180.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-07,2025-11,15,Comida,1,1,35,8,27,7.0,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-08,2025-11,14,Comida,1,1,145,42,103,21.75,145.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-08,2025-11,19,Tarde,1,2,70,16,54,7.0,70.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-09,2025-11,21,Noche,2,2,230,68,162,34.5,115.0,Medio-Alto,100,22,239000.0,68.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-10,2025-11,13,Comida,1,2,70,16,54,10.5,70.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-12,2025-11,20,Tarde,1,2,270,80,190,27.0,270.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-14,2025-11,13,Comida,1,2,70,16,54,10.5,70.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-14,2025-11,15,Comida,2,3,313,90,223,40.2,156.5,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-15,2025-11,11,Mañana,1,2,170,56,114,34.0,170.0,Medio-Alto,100,22,239000.0,270.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-15,2025-11,13,Comida,1,2,190,60,130,0.0,190.0,Medio-Alto,100,22,239000.0,270.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-15,2025-11,20,Tarde,2,3,225,64,161,28.5,112.5,Medio-Alto,100,22,239000.0,270.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-16,2025-11,14,Comida,1,3,195,54,141,0.0,195.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-18,2025-11,13,Comida,1,2,130,36,94,0.0,130.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-18,2025-11,14,Comida,1,2,170,56,114,25.5,170.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-20,2025-11,12,Comida,3,3,445,131,314,54.25,148.33333333333334,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-20,2025-11,15,Comida,1,1,175,55,120,26.25,175.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-21,2025-11,14,Comida,1,2,350,110,240,35.0,350.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-22,2025-11,13,Comida,1,2,90,24,66,9.0,90.0,Medio-Alto,100,22,239000.0,743.0,0.5,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-22,2025-11,21,Noche,1,1,135,40,95,13.5,135.0,Medio-Alto,100,22,239000.0,743.0,0.5,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-25,2025-11,20,Tarde,1,2,150,40,110,15.0,150.0,Medio-Alto,100,22,239000.0,202.0,-1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-26,2025-11,14,Comida,1,1,35,8,27,7.0,35.0,Medio-Alto,100,22,239000.0,311.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-26,2025-11,21,Noche,1,1,89,25,64,13.35,89.0,Medio-Alto,100,22,239000.0,311.0,1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-27,2025-11,14,Comida,1,2,178,50,128,0.0,178.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-28,2025-11,12,Comida,1,2,70,14,56,14.0,70.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-29,2025-11,21,Noche,1,1,55,20,35,5.5,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-11-30,2025-11,14,Comida,1,2,90,24,66,13.5,90.0,Medio-Alto,100,22,239000.0,962.0,1.0,1.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-01,2025-12,13,Comida,1,2,70,16,54,10.5,70.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-02,2025-12,20,Tarde,2,3,285,85,200,28.5,142.5,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-03,2025-12,21,Noche,1,1,55,15,40,5.5,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-04,2025-12,20,Tarde,1,2,350,110,240,35.0,350.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-05,2025-12,12,Comida,1,3,165,45,120,0.0,165.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-05,2025-12,20,Tarde,1,1,135,40,95,27.0,135.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-06,2025-12,11,Mañana,1,1,85,28,57,8.5,85.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-07,2025-12,12,Comida,1,1,55,15,40,11.0,55.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-07,2025-12,13,Comida,1,1,89,25,64,0.0,89.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-07,2025-12,14,Comida,1,1,95,25,70,14.25,95.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-07,2025-12,19,Tarde,1,1,95,30,65,9.5,95.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-08,2025-12,13,Comida,1,2,190,50,140,28.5,190.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-08,2025-12,19,Tarde,1,1,95,25,70,9.5,95.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-10,2025-12,14,Comida,1,1,95,25,70,14.25,95.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-12,2025-12,14,Comida,2,2,190,55,135,14.25,95.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-13,2025-12,12,Comida,1,4,356,100,256,35.6,356.0,Medio-Alto,100,22,239000.0,8.0,-1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-13,2025-12,13,Comida,1,1,95,35,60,9.5,95.0,Medio-Alto,100,22,239000.0,8.0,-1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-13,2025-12,19,Tarde,1,2,350,110,240,52.5,350.0,Medio-Alto,100,22,239000.0,8.0,-1.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-14,2025-12,15,Comida,1,1,135,40,95,27.0,135.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-14,2025-12,20,Tarde,2,2,180,50,130,28.75,90.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-15,2025-12,13,Comida,1,1,35,8,27,3.5,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-15,2025-12,14,Comida,1,1,35,7,28,3.5,35.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-16,2025-12,13,Comida,1,1,145,42,103,14.5,145.0,Medio-Alto,100,22,239000.0,4320.0,0.5,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-17,2025-12,12,Comida,1,1,89,25,64,8.9,89.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-17,2025-12,14,Comida,2,2,210,62,148,3.5,105.0,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
SUC002,Ciudad de México Sur,Ciudad de México,2025-12-18,2025-12,19,Tarde,2,3,285,84,201,30.0,142.5,Medio-Alto,100,22,239000.0,0.0,0.0,0.0
